Event_Type,Score_Differential,Time_of_Event,Home_Away,Possession_Pre_Event,Shots_Pre_Event,Passes_Completed_Pre_Event,Opponent_Strength,Fatigue_Index,Crowd_Influence,Key_Player_Involved,Tactical_Shift,Momentum_Swing,Recent_Form,Event_Severity,Sub_Impact,Pressure_Index,Recovery_Probability
Goal_Conceded,-3,63.1328067862414,0,20.43514568090867,5,62,0.9344224164315528,0.5235909296208496,0.5433983682854728,0,0,-16.09314598762034,0.4562902291179288,0.504209620809308,0.3006163947002909,0.9804127212060114,0
Yellow_Card_Opp,-1,70.37842178454427,0,79.28407651766899,1,68,0.6460129139872386,0.514900924968457,0.6135864848966356,0,1,10.198790223627007,0.6192313562299232,0.4323899993554644,0.5173107027776447,0.4293408417974782,1
Yellow_Card_Opp,3,46.217563444572,1,59.53008202153029,3,57,0.41614249230978034,0.8992898071531452,0.7891175299241819,0,0,13.467257977598578,0.3688089471940483,0.3743268973647175,0.43819895444720536,0.5861562711056567,0
Goal_Scored,2,60.24961610678147,1,41.92436785409341,4,61,0.8169769725364912,0.5302836858596878,0.43109620258069603,0,0,3.049662727478692,0.8610697447136337,0.4012715152566759,0.5235876635312282,0.7478434268306188,1
Yellow_Card_Opp,3,20.432921954614677,1,48.22593485979448,1,69,0.8704199417098777,0.44866232178935217,0.6275153521259383,1,1,-7.774188697872606,0.8125540815926493,0.9538918772604181,0.49908158275018544,0.9843342962928081,1
Goal_Conceded,3,95.0,1,35.993007227257216,7,53,0.41081455189866417,0.6739282069205661,0.41571740262651696,1,1,-13.74196675626896,0.8829866122997894,0.5890536543932299,0.5705507453260452,0.5127041536419383,0
Goal_Scored,-2,95.0,1,40.692427021592586,2,63,0.757018512004908,0.7811279711730006,0.7125732792480957,1,1,5.04836921303794,0.32550002705309433,0.8781669745792957,0.14118297179469902,0.5778097357313442,1
Crucial_Save,-1,56.70947029285123,0,58.94266803609284,4,67,0.753021254946505,0.34176470023389555,0.7148171641340211,1,1,18.113166510425508,0.8108414682535898,0.37137372172238603,0.6965860996313109,0.6232543911256516,1
Missed_Chance,0,44.634195569999974,1,72.96870793204224,1,58,0.6272247452487485,0.671335338683085,0.7413598552540912,1,0,-4.134131225141382,0.7822404452648937,0.3395230397167587,0.33303931491009614,0.47689034390732327,1
Sub_Out,3,32.93533597903034,0,31.047801384871093,2,59,0.8498603955105026,0.32144127352813484,0.20327799454512702,0,0,3.3576749294412247,0.8412635187614763,0.9110316706511279,0.5027630566566094,0.8721482902825495,0
Red_Card_Own,3,9.885256571460665,0,70.42169032311912,4,56,0.6569074228686165,0.6157994105877107,0.378914866997657,1,0,-9.021418204250262,0.6167665005958852,0.5965637486259743,0.4744251141009251,0.3643969240266119,0
Goal_Scored,1,95.0,0,27.293397771096146,4,55,0.8060655710748185,0.4541949382546855,0.2803546107209577,1,1,6.3051094016224845,0.7727334424654041,0.9161217002499304,0.3963050592319199,1.0,1
Sub_In,-2,65.30827600468255,0,32.89953341530347,3,59,0.7102703827810912,0.4839850186039114,0.47239171873409413,1,0,-2.0055775036526735,0.33077212760559144,0.2504230822970199,0.6970713530241073,0.6737502789702747,0
Yellow_Card_Own,-2,73.455001811237,1,22.23051728297876,5,65,0.5490787628217064,0.5802575783894296,0.49726978560757873,0,1,-5.034822841985897,0.3455266736903933,0.9331484177410463,0.15212109474582058,0.4693488691899987,0
Goal_Scored,0,95.0,1,28.44871172557997,1,52,0.763900517806079,0.8562644764473524,0.35354242569779337,0,1,15.706505157529426,0.37111934456975293,0.5323562530737784,0.2952102070953197,0.944981331473834,1
Yellow_Card_Own,2,16.761491233223108,0,75.03818872784304,5,60,0.842145096907505,0.726400383952726,0.6340678952270423,0,1,-17.674397500885092,0.848873317978925,0.3242963899374782,0.08941139145780237,0.8809643645359435,0
Goal_Scored,-3,48.20688704896176,0,47.566324797102716,3,53,0.9843434040622022,0.8621073577706979,0.36186183031338165,0,0,7.476493175986063,0.33670160963306933,0.7467061515481552,0.12728483038778463,0.6118091227454885,0
Crucial_Save,1,63.85704176727187,1,24.659951706701214,1,55,0.6280653680814481,0.6959826027352066,0.7123348251700152,1,0,11.448540799870855,0.36008971601946654,0.8375221466354057,0.49907484450373657,0.385328435440484,1
Goal_Conceded,-2,45.090630302212695,0,77.58361028233767,8,81,0.4386835267998107,0.30426464825271576,0.30659562088507214,1,1,-11.628183352314556,0.8582462415777163,0.2378997820651203,0.0033898751342960275,0.3285613734920638,1
Sub_In,1,95.0,1,72.739538465519,2,86,0.9927827327328111,0.45935111840860654,0.4203411768591702,1,1,-11.217380148946988,0.36443554909936693,0.9897567795349489,0.6228744559587553,1.0,0
Red_Card_Own,-2,28.819123444835164,0,65.28095125208847,1,53,0.7742839956553218,0.8434635466322244,0.573342655054583,0,1,-16.460214814906458,0.8218537792352243,0.7576215098529444,0.4432291382880561,0.5313032020838284,0
Yellow_Card_Opp,1,75.65697862967082,1,76.00836751685347,4,61,0.9678702748964615,0.6860673125806469,0.5632010422779521,1,1,-6.973326913579834,0.7735624728373718,0.4571215933262755,0.30863353760143103,1.0,1
Yellow_Card_Opp,-1,95.0,0,33.20776525014585,2,53,0.46229625160667165,0.8889883419421649,0.24681746720308612,1,0,14.108137697567908,0.32416919311929254,0.3210350365563125,0.2319527750728479,1.0,0
Goal_Conceded,3,39.372385183684216,0,70.18215758060518,5,48,0.6052203039222745,0.3935784115309774,0.707755167314569,0,0,-17.462773171327903,0.313108438133778,0.5140251317425718,0.08839183401994133,0.605398723817714,0
Missed_Chance,-2,32.89969249474462,0,61.39947178125837,2,52,0.4803620193236346,0.47804869986391163,0.5588389600578652,0,1,-3.389717465486182,0.620633030108156,0.3764525284469007,0.6450938105177128,0.6951254441054988,0
Sub_Out,1,95.0,1,72.1855549740613,2,71,0.9013060927492357,0.5174205957102218,0.721915729224301,1,0,-7.831275573248441,0.8983052422600604,0.5953225788784766,0.4986256275246823,0.9199928514388429,0
Crucial_Save,-3,55.33940693604892,1,67.81469394455779,0,61,0.9282056448575897,0.49593469090038633,0.7205813469367213,1,1,8.129621324855451,0.8272980960593921,0.8255141667922621,0.23547509924822876,0.9340677576683005,1
Sub_Out,-1,89.33271017951654,1,40.7897037906095,4,46,0.7007870199250124,0.4511949180899284,0.5275512142250187,1,1,5.56054262970501,0.4860152600227708,0.7281043111604426,0.04965532560843433,0.9206153085571036,1
Yellow_Card_Opp,-1,62.28578182849738,0,66.46391222103534,1,58,0.5119637305972183,0.5660794294540668,0.7464688743868628,1,1,-3.564996725460513,0.5317855404692421,0.5487479238253832,0.2279779820787123,0.37284515601212315,0
Crucial_Save,-3,32.83998139702836,0,35.74737817909342,3,56,0.47627138142382514,0.6853788740216228,0.7090446792880736,1,1,-0.19388244737482285,0.5327435977428607,0.29515513966403967,0.1292440063663584,0.7179616274109211,0
Goal_Scored,1,71.1008318275627,0,39.71552978168329,4,67,0.752898466048124,0.48675415373201764,0.7748737667370627,1,0,6.41869828278344,0.7405072895430089,0.9657255378944056,0.5503913192618464,0.7360867323052233,1
Goal_Conceded,0,7.627402680344308,0,26.474343033378567,6,67,0.7038257947511803,0.3478199539885534,0.7102990391356439,0,1,-25.647874142819653,0.5046796515974301,0.4162964203603894,0.5037190793294517,0.8357310509551241,0
Goal_Scored,-3,10.379816185577592,0,76.10459695882813,4,68,0.8168734614206006,0.7251195161358981,0.6927223106006898,0,0,11.225503719964156,0.38867823682515645,0.4222676367000139,0.34871243912604755,0.9532988990857061,1
Red_Card_Opp,1,34.13728162824594,0,37.46020180401689,6,55,0.5831243575719948,0.5754099334687612,0.48161628840614695,1,1,13.728290170869158,0.7482644451501304,0.716401777470826,0.620088772163706,0.6101571774864153,1
Yellow_Card_Own,-3,38.2993594978976,1,51.23734791028711,4,53,0.6414207970146174,0.633889383654038,0.3272186362267567,0,1,-16.1350757297501,0.5748093709470627,0.8164076977176822,0.12647648169735878,0.546453624625114,0
Goal_Conceded,-3,95.0,1,43.47997018797156,5,52,0.4128166443106944,0.573240394298349,0.7464252398452917,1,0,-3.3740795097450507,0.3460672342118802,0.9873222122538796,0.31637590980344615,0.6435397110232495,0
Sub_Out,-2,35.18494505559954,1,77.59568723501009,2,62,0.7660858270453175,0.8342145020729463,0.6335295118676455,1,0,7.053807525822545,0.7740313610952365,0.9753314085022451,0.4974342127748843,0.930139231337908,0
Red_Card_Opp,1,95.0,0,40.102950256308944,4,60,0.6538861128078868,0.6352469982998281,0.3690487185191122,0,0,-16.487696245457347,0.6511867583701376,0.9310084193856645,0.04746164480307541,1.0,1
Red_Card_Own,0,58.09713507470446,1,66.71274928536134,4,50,0.9518587802880687,0.85396610391105,0.4045974336533855,0,1,-20.178305938910125,0.5936215951612707,0.5482508539066799,0.26087415262629765,0.9798645046296195,0
Yellow_Card_Opp,3,57.226270261524846,0,71.32496927787079,1,41,0.7850717786228829,0.6063452049336002,0.6116471071143323,1,1,-2.7490888247389207,0.704005900288368,0.3333357278051585,0.40016536152752613,0.4607868589636596,1
Goal_Conceded,-2,95.0,0,46.13638984885796,2,44,0.6392166948698164,0.4755528973441691,0.4866903850122026,0,0,-10.366748410131105,0.6032206096922198,0.6675769626293022,0.25676247711591654,0.6478267530933134,0
Sub_Out,-3,95.0,1,42.69030886717587,4,53,0.5581535085240102,0.5132655523057179,0.24888953710782097,1,0,3.503883378844422,0.6890520887930995,0.21380520443741446,0.33613929249092556,0.48163181809850797,0
Goal_Scored,3,14.905462470972768,0,64.86474925595768,2,64,0.9431709655645832,0.6132775761508713,0.2848687674473942,0,1,5.223178012764751,0.8204931272191931,0.3569990711963148,0.4256828445569502,0.557587947656933,1
Missed_Chance,2,41.22012053103238,0,74.77375881837405,5,57,0.40975904447046596,0.6179936626830052,0.6473892101073868,1,1,7.88785860840539,0.6681086208666753,0.2020235174358117,0.25787342992570944,0.32217887387908295,1
Sub_In,3,75.4429591881873,0,65.2959039843343,1,56,0.5961474803514353,0.7124026209293693,0.3971417170890985,0,0,-5.60056201289001,0.695760298712565,0.34442873005723107,0.07421004914572775,0.4124208254901084,0
Goal_Conceded,-3,69.59605351591819,0,33.62758193551194,6,56,0.966103350272821,0.4346969233119785,0.5045896570412236,1,0,-15.136992592601155,0.6683136416524049,0.5798056987170048,0.09761114813949266,0.5779531682809189,0
Goal_Scored,-3,84.69550676134668,0,73.29846484626232,4,57,0.7924198041889445,0.695305739979301,0.6599728869521155,0,1,-1.1830053214380207,0.618707866579978,0.5146594488747327,0.3689027786879379,0.555293242556145,1
Sub_Out,1,95.0,1,43.25490004620998,0,54,0.7196314427699795,0.7671528050284514,0.6507053562236316,0,1,-1.4285786943198462,0.40318344658528293,0.4954372519413114,0.12231801794232809,0.7951827857919367,0
Sub_In,1,33.438438642371636,1,54.57376470667606,5,56,0.5221208307522565,0.7059551936801941,0.30020901613236434,0,1,7.233343316916998,0.5014065861353193,0.86476229114709,0.6228835705007277,0.46121670396041237,1
Sub_In,-2,54.19265877772656,0,69.88613715756267,4,61,0.9000248645526323,0.5890968658905545,0.2590363186394212,1,1,-7.210359139362326,0.7158653804148734,0.7399970437165424,0.5839299795866782,0.8242690001131732,0
Sub_In,0,36.760746110531024,0,31.303686044029533,5,54,0.5225194375556657,0.8950083906701005,0.554691375779054,0,1,1.6673722161776585,0.5552856640210664,0.9491454102968848,0.24432244830421074,0.5061847898679738,1
Goal_Scored,-2,95.0,1,67.07060814065318,1,65,0.54895211891275,0.5428878954775298,0.6449797243587438,0,0,13.828899498860192,0.543677407146614,0.556272872542138,0.5816910203964509,0.7945805420239203,1
Red_Card_Opp,-1,47.222567690725164,1,55.76976787464065,1,59,0.5151106857231131,0.36395436874789755,0.28942395319724623,1,1,8.36750122871677,0.7555615704783348,0.41778374038076144,0.3732314812387664,0.5580375763571646,1
Goal_Scored,-3,95.0,1,73.60049850965649,2,61,0.4948896763417132,0.7929025292444059,0.4231731723963649,1,0,13.340933298736072,0.30334131637419676,0.29814763042668446,0.11133565002205878,0.8613854673528902,1
Sub_Out,3,61.64914665535728,0,30.318224110612576,0,58,0.9719874975872818,0.42732073132825094,0.7221667975805846,0,1,7.2487409902124895,0.7073966881472031,0.7376219165481168,0.42994829817892655,0.41706334411473944,0
Yellow_Card_Opp,2,68.35888615738956,1,45.24093422245571,2,65,0.761218957684785,0.7279713437414653,0.7665338849361927,0,1,5.347148263192283,0.5935359062940092,0.8733928707773255,0.4756157820514845,0.4103227162587047,1
Red_Card_Opp,-3,81.41275191753013,1,69.97058557201024,3,68,0.7827022792060564,0.4073857696290755,0.47244185656981064,0,1,15.296591696867551,0.5260575487478113,0.34699149140940505,0.058724104929111016,0.775770586928703,1
Goal_Scored,-3,38.89198767269179,0,21.15390220740561,1,59,0.9725952794072701,0.3101264345147636,0.24770956041849984,0,1,0.2687902297975473,0.5043219669441538,0.9030021956100289,0.22011716329542672,0.9404406692661986,0
Red_Card_Own,-2,55.56694903029846,0,26.732082005938572,4,63,0.5383450330753377,0.3958791622734154,0.35461787372142645,1,0,-21.076849400208754,0.4037252971891017,0.6210209613562665,0.003768791328343257,0.40009069338300995,0
Red_Card_Opp,2,72.07602893243352,1,79.43391276540407,3,57,0.4035505231586153,0.5261932179454931,0.33978195218931984,0,1,-2.7147547506492806,0.5005512496491619,0.31526450571276154,0.2215001623492884,0.35159323249067187,1
Sub_In,2,89.72654379926809,0,36.82365071542103,3,62,0.7593301897421747,0.36397094827787896,0.3433782323246342,1,1,4.383169854426546,0.5348510832662237,0.7142906599214041,0.23481173304347408,0.9542460447752765,1
Sub_In,2,36.153751463901386,1,78.5325916234372,5,65,0.7047069119344952,0.41860745054140924,0.49632902322755007,1,1,9.774665648759724,0.562469351654901,0.6160421932297708,0.44114603874535935,0.3821288607060736,1
Sub_Out,-2,86.05389026295794,1,30.951893060520433,3,50,0.6865902264389765,0.7587757666106358,0.5499353910149427,0,0,-2.477302180426768,0.7033803832065166,0.22254683785018586,0.1393302957544155,0.4752568438359779,0
Yellow_Card_Own,-3,57.22600930709373,0,41.66566658044014,6,53,0.4371281267477195,0.7619301647862785,0.2735057532079612,1,1,-2.3697084101865946,0.572142611653803,0.5193945637812993,0.021063690709454852,0.9506459171940564,0
Goal_Scored,-2,63.89198124958313,0,65.17216667021424,1,60,0.6726609199448708,0.7904929363145861,0.7336136039170007,0,1,0.7424856936681259,0.7777705825340104,0.8278303943543288,0.22094417344529696,0.8620425250721551,1
Sub_In,1,95.0,1,59.46670443429071,0,66,0.5725357390544193,0.8046931419285555,0.571984293968669,1,0,0.17240969640752662,0.6838427984270248,0.6443390027376857,0.5779336823812466,0.8399304695601058,0
Sub_In,1,78.62035562610923,0,54.86734399574333,3,77,0.5647388063345878,0.5522615367682533,0.5583510381608032,1,1,-13.385278173106418,0.4137582476964536,0.42563290101002443,0.2794016438904782,1.0,0
Yellow_Card_Opp,-2,68.51450347900557,0,51.79395054830046,4,55,0.5334289481074557,0.8205297964161171,0.7923673990305706,1,0,2.4853651389582048,0.4663039036623081,0.9429134107060397,0.2905656388838138,0.6976339592391162,1
Sub_In,2,59.403821122290786,0,70.60642661988442,0,68,0.5995170158527424,0.6155621250084259,0.5768863864958753,0,0,-15.386956248951915,0.3475495118648313,0.39022323043508794,0.3283192939926216,0.35057378383938526,1
Yellow_Card_Own,-3,54.869803187086674,0,34.09691377000357,1,66,0.6118798450860474,0.5823582701616049,0.757375489580711,1,1,6.724544340421595,0.8674330529539933,0.40218880554609293,0.5262521815669905,0.7921468140874701,0
Yellow_Card_Opp,-2,57.899733896282726,0,46.548255619611105,1,68,0.5852654658171985,0.7311217973974655,0.3717541834158751,1,1,4.292122921689865,0.8319302887375601,0.48371147702421047,0.33601742466500023,0.6760941504763113,0
Yellow_Card_Own,-2,95.0,0,29.327137529387436,1,64,0.9872516294317054,0.4282910468159443,0.3440776942078986,1,0,-3.9767585988995213,0.35087773527056226,0.9156302890049028,0.0638979267757477,0.7008116353634088,0
Goal_Scored,-2,58.78603909206503,0,55.756495743842265,4,45,0.9596386513056923,0.7736984260964832,0.5099112120946719,1,1,27.40806118159129,0.6444456095084761,0.6061003163404131,0.14447985971975472,0.9958729710278253,1
Goal_Scored,-1,95.0,1,35.03266545627921,1,42,0.7447060597149173,0.557679495939722,0.5051653685819997,1,1,11.387703543298652,0.8762410913164913,0.7457432473806631,0.13152815689480254,0.7067599983096791,1
Goal_Scored,1,19.04524436180859,0,40.030523860603154,5,62,0.9886329030461859,0.3763772484022563,0.3358901896903381,1,0,-4.326797281509588,0.7482856739676935,0.9810113380082244,0.355504322883035,0.7597571302015245,0
Sub_In,3,17.522987383791946,1,48.27504299741169,3,64,0.9947188061915141,0.37158714811018057,0.6197933941399687,0,0,-3.446463404417962,0.5950873163824036,0.8266370375138916,0.02095062554565764,0.6211187680607841,0
Red_Card_Own,2,62.68946508308761,0,21.60623514218767,3,58,0.6135638260103815,0.39894404630802005,0.21778029154201597,1,1,-1.2609144805806842,0.4446617933439809,0.33808009492087465,0.1985316259589345,0.4903251874215969,0
Yellow_Card_Opp,0,14.449659461700527,1,25.51627615525026,4,47,0.6671125274438467,0.8343436405462694,0.6143782835296716,1,1,-3.3250590077486817,0.4674222450487774,0.8306831432319812,0.425036458730218,0.7854813541640739,1
Sub_Out,3,34.2500088598087,0,61.15575324249318,2,68,0.9754370661907993,0.8945626933554285,0.47430673167398013,0,1,-3.524394463138419,0.7417427728028165,0.7986697193808152,0.24825547287212116,0.7677489650749998,0
Goal_Conceded,2,95.0,1,45.738198843050434,3,55,0.7651757195792119,0.5141842795207701,0.6134045065070475,1,1,-0.12495868855877568,0.7683451639463081,0.3860935955817805,0.4953985108931751,0.8995465756864711,0
Yellow_Card_Own,0,61.73433474453102,0,71.88741331999373,2,56,0.5277574497023635,0.47528631132317856,0.4862483783849114,1,0,-13.235552454494616,0.6172159946108595,0.46027986471009275,0.27385493579975323,0.9152084646305527,0
Sub_In,-1,50.78354178719883,1,61.680320218651964,3,50,0.8136284010019001,0.4312625835566024,0.786400269730817,0,1,-0.763355615298679,0.37256922091002287,0.7681025918904616,0.6854802698644449,0.6932736171344667,1
Goal_Conceded,-2,46.17605633326954,0,20.486056498839346,3,85,0.5234477092276525,0.7942898863003474,0.4008109706618707,0,1,0.7951993437591618,0.8603210241759569,0.3907144752542869,0.67574940094082,0.5279007962474022,0
Goal_Scored,-1,31.143672694077424,0,57.00273984602809,1,53,0.6036146462031075,0.4255244894513257,0.789543762201433,1,1,8.149386273024128,0.806857640740041,0.36654949520209545,0.5598885001252139,0.6707063153067014,1
Red_Card_Own,-1,86.29828859839758,1,25.623491963582985,6,65,0.5365360978572109,0.854454077958162,0.23898436548738522,1,0,-23.821603669091534,0.38432326741645373,0.762778217704265,0.6680733696360578,0.851478588692004,0
Goal_Conceded,3,95.0,1,66.85599078742965,1,52,0.5469881295603054,0.7004102273827697,0.610256464854534,1,0,-23.92578218651009,0.3340365501773113,0.904476394255811,0.1433447691323641,0.49414925882072797,0
Crucial_Save,-3,79.45792720201882,0,79.49046129671012,3,55,0.40279334894006935,0.8382766750015169,0.47253152407094734,1,1,2.876072689090307,0.6215206096498402,0.26001334609769605,0.5256462160574381,0.6861027644440166,1
Sub_Out,3,11.064648513786032,1,51.87192765449069,2,58,0.9284252993196711,0.6324059126364878,0.6932825753178202,0,0,-7.067286465624483,0.47048557063771557,0.5567261882064902,0.22516104332361989,0.7605539219141485,0
Yellow_Card_Opp,1,18.422759722303564,1,60.966770011647824,1,54,0.5775942971654763,0.7144079173094982,0.6737696418301988,1,0,0.114920672231829,0.46994982564874077,0.6857401762632063,0.5077060232600465,0.7133999008372759,0
Sub_Out,0,39.12833743556312,0,34.238849653685094,3,69,0.4518246277136767,0.6716748603946247,0.6801261097255624,0,1,2.858284640472176,0.352332955650247,0.7410214286656545,0.2617254231432395,0.9680936649543237,0
Sub_Out,-2,65.70695908135653,1,46.255864625227616,8,59,0.45219244340865317,0.7987172737942783,0.2568431595815118,1,0,-0.35703377639852746,0.8720315011628326,0.9969567298998632,0.20259446182092986,0.5090452829877754,1
Goal_Conceded,3,51.97633858971502,0,71.36571993418302,1,61,0.7336109658765713,0.8015164867115288,0.6934194199167769,0,0,-22.84834046832318,0.7980998757959068,0.7461535682533766,0.6711565666551619,0.5606391795382719,0
Sub_Out,0,74.41776309617217,1,30.045376864775072,3,65,0.9957523303203623,0.6538757999070751,0.3284240944662566,1,1,10.883661558298698,0.3683007551255501,0.6961232903977232,0.14691980922908668,0.7673499762564875,1
Yellow_Card_Opp,2,60.01620889694972,0,35.93213633682573,3,63,0.487013480362115,0.6795045895978634,0.21540815831542087,0,0,-4.554153075222043,0.8259592605904982,0.9917873218472015,0.5309980162245939,0.7202510392525248,0
Sub_Out,0,29.627601841201248,1,46.726020517161814,4,64,0.4597730685697957,0.853125552298698,0.33064323181064686,0,0,14.429238494828057,0.7097736335778823,0.24853451230254706,0.47227051424318867,0.30130436973615443,1
Sub_Out,2,30.228046507221542,0,62.734933510640836,0,70,0.6629823282412544,0.8579198903789818,0.4875710628198997,0,1,1.2101945105847596,0.4952646790971652,0.25954951692247863,0.21243434926564497,0.5185998279687188,0
Red_Card_Own,3,28.078537436108913,0,42.55303728774043,1,71,0.7379987523044773,0.698549870337109,0.6452668159468593,0,1,-6.677370886584864,0.822750332649079,0.6485460211392674,0.3208401122445957,0.4776332967280462,0
Goal_Scored,1,42.648687416725444,1,75.66393678698023,4,50,0.5766282153267643,0.30465256690389814,0.33117948849971224,0,0,13.140041994037968,0.6588133126691751,0.4869316914796727,0.10006016714703042,0.887940420652211,1
Goal_Conceded,3,84.33149881084626,1,25.66742307612315,5,57,0.5815132555083199,0.3626467288523646,0.26780452885416284,1,1,2.1163505326505003,0.8092019066006317,0.2773580109976448,0.6448460230595058,0.9063741116194504,0
